marker	chr	pos	bp
JAX00292452	10	36.9007	70842886
JAX00292453	10	36.9042	70851071
JAX00292460	10	36.9148	70875396
JAX00292465	10	36.9225	70893318
JAX00019379	10	36.9266	70902661
JAX00292468	10	36.9406	70934942
JAX00292475	10	36.9489	70954257
JAX00292476	10	36.9522	70961694
JAX00292477	10	36.9524	70962138
JAX00292481	10	36.9717	71006826
JAX00292484	10	36.9730	71009750
JAX00019390	10	36.9911	71051577
JAX00019392	10	36.9984	71068400
JAX00292489	10	37.0022	71077192
JAX00292490	10	37.0048	71083301
JAX00019393	10	37.0116	71098962
JAX00292493	10	37.0220	71122962
JAX00292502	10	37.0395	71163346
JAX00292505	10	37.0429	71171137
JAX00019399	10	37.0458	71177879
JAX00019401	10	37.0542	71197343
JAX00292514	10	37.0855	71269510
JAX00195931	10	37.0878	71274712
JAX00292518	10	37.0889	71277360
JAX00292524	10	37.0975	71297313
JAX00292525	10	37.0977	71297678
JAX00195932	10	37.1031	71310242
JAX00019416	10	37.1339	71381162
JAX00292531	10	37.1476	71412786
JAX00292532	10	37.1510	71421131
JAX00292534	10	37.1510001	71421872
JAX00019421	10	37.1510002	71463484
JAX00019422	10	37.1510003	71463905
JAX00195936	10	37.1510004	71492476
JAX00019424	10	37.1510005	71500446
JAX00292542	10	37.1510006	71519903
JAX00292545	10	37.1510007	71525841
JAX00019428	10	37.1510008	71539884
JAX00292549	10	37.1510009	71552619
JAX00195938	10	37.151001	71554995
JAX00019430	10	37.1510011	71582558
JAX00195941	10	37.1510012	71605570
JAX00292556	10	37.1510013	71609453
JAX00019432	10	37.1510014	71618002
JAX00292561	10	37.1510015	71625048
JAX00292562	10	37.1510016	71625335
JAX00292573	10	37.1510017	71691190
JAX00019439	10	37.1510018	71694767
JAX00292577	10	37.1510019	71722196
JAX00292579	10	37.151002	71725312
JAX00292581	10	37.1510021	71758586
JAX00019447	10	37.1510022	71820050
JAX00292596	10	37.1510023	71830734
JAX00292598	10	37.1510024	71881442
JAX00019454	10	37.1510025	71884957
JAX00292602	10	37.1510026	71926238
JAX00292609	10	37.1510027	71928251
JAX00019460	10	37.1510028	71979850
JAX00292611	10	37.1510029	71979918
JAX00292617	10	37.151003	72042086
JAX00292618	10	37.1510031	72042821
JAX00019467	10	37.1510032	72059130
JAX00019468	10	37.1510033	72096802
JAX00019469	10	37.1510034	72096870
JAX00292627	10	37.1510035	72117557
JAX00019474	10	37.1510036	72175632
JAX00292634	10	37.1510037	72190963
JAX00292636	10	37.1510038	72197711
JAX00019480	10	37.1630	72256889
JAX00019481	10	37.1705	72265608
JAX00019484	10	37.2006	72300249
JAX00292648	10	37.2198	72322436
JAX00292651	10	37.2207	72323516
JAX00292655	10	37.2668	72376644
JAX00292659	10	37.2724	72383165
JAX00292660	10	37.2725	72383214
JAX00292665	10	37.3024	72417687
JAX00019493	10	37.3057	72421545
JAX00292668	10	37.3136	72430636
JAX00292669	10	37.3136001	72430668
JAX00292670	10	37.3150	72432267
JAX00019495	10	37.3380	72458827
JAX00292676	10	37.3432	72464776
JAX00292683	10	37.3545	72477780
JAX00292699	10	37.4341	72569715
JAX00019505	10	37.4444	72581496
JAX00292707	10	37.4579	72597067
JAX00292709	10	37.4618	72601565
JAX00292710	10	37.4619	72601755
JAX00019507	10	37.4768	72618913
JAX00292719	10	37.5445	72697075
JAX00019513	10	37.5463	72699110
JAX00292724	10	37.5792	72737071
JAX00292728	10	37.5990	72759884
JAX00292732	10	37.6122	72775175
JAX00292733	10	37.6129	72775968
JAX00019521	10	37.6167	72780327
JAX00292734	10	37.6345	72800901
JAX00292735	10	37.6354	72801922
JAX00292736	10	37.6354001	72801937
JAX00292741	10	37.6795	72852703
JAX00019527	10	37.6843	72858314
JAX00292742	10	37.7006	72877085
JAX00292747	10	37.7075	72885049
JAX00292748	10	37.7199	72899390
JAX00292755	10	37.7611	72946875
JAX00292756	10	37.7642	72950461
JAX00195969	10	37.7723	72959816
JAX00019534	10	37.7890	72979047
JAX00292764	10	37.8268	73022651
JAX00292769	10	37.8504	73049891
JAX00019544	10	37.8770	73080549
JAX00292776	10	37.8880	73093230
JAX00292780	10	37.9084	73116789
JAX00292783	10	37.9549	73170451
JAX00292785	10	37.9610	73177549
JAX00019549	10	37.9616	73178144
JAX00019550	10	37.9647	73181795
JAX00292786	10	37.9650	73182094
JAX00292795	10	38.0039	73227021
JAX00292799	10	38.0169	73241951
JAX00019557	10	38.0331	73260653
JAX00292801	10	38.0435	73272685
JAX00292802	10	38.0581	73289449
JAX00292803	10	38.0626	73294673
JAX00292804	10	38.0643	73296685
JAX00019558	10	38.0648	73297210
JAX00292805	10	38.0763	73310454
JAX00195978	10	38.1191	73359867
JAX00195979	10	38.1192	73359942
JAX00292811	10	38.1305	73373016
JAX00292812	10	38.1348	73377984
JAX00292813	10	38.1360	73379317
JAX00019565	10	38.1378	73381486
JAX00019567	10	38.1450	73425272
JAX00292825	10	38.1450001	73458454
JAX00292826	10	38.1450002	73473987
JAX00019574	10	38.1450003	73500434
JAX00019575	10	38.1450004	73500582
JAX00292829	10	38.1450005	73502601
JAX00292833	10	38.1450006	73530485
JAX00019577	10	38.1450007	73540717
JAX00292834	10	38.1450008	73557315
JAX00292835	10	38.1450009	73557703
JAX00292836	10	38.145001	73557997
JAX00195980	10	38.1450011	73560361
JAX00019579	10	38.1450012	73566313
JAX00019580	10	38.1450013	73566437
JAX00019581	10	38.1450014	73566690
JAX00019582	10	38.1450015	73603374
JAX00292840	10	38.1450016	73668774
JAX00292841	10	38.1450017	73669363
JAX00019588	10	38.1450018	73701948
JAX00019590	10	38.1450019	73704349
JAX00292845	10	38.145002	73713754
JAX00292849	10	38.1450021	73726620
JAX00292851	10	38.1450022	73742201
JAX00292852	10	38.1450023	73742316
JAX00019593	10	38.1450024	73742439
JAX00019595	10	38.1450025	73779709
JAX00019596	10	38.1450026	73779796
JAX00292860	10	38.1450027	73833042
JAX00292862	10	38.1450028	73836798
JAX00292866	10	38.1450029	73842543
JAX00292868	10	38.145003	73850314
JAX00292869	10	38.1450031	73850380
JAX00019600	10	38.1450032	73853443
JAX00292873	10	38.1450033	73884881
JAX00292874	10	38.1450034	73886665
JAX00292875	10	38.1450035	73888892
JAX00292877	10	38.1450036	73890674
JAX00292881	10	38.1626	73922402
JAX00292883	10	38.1647	73923379
JAX00292886	10	38.1943	73937524
JAX00019606	10	38.1974	73939042
JAX00019607	10	38.1976	73939111
JAX00019608	10	38.1988	73939707
JAX00195991	10	38.2139	73946932
JAX00292892	10	38.2153	73947576
JAX00292894	10	38.2253	73952365
JAX00292897	10	38.2606	73969268
JAX00019610	10	38.2878	73982264
JAX00019612	10	38.3632	74018326
JAX00292904	10	38.3659	74019634
JAX00292908	10	38.3712	74022148
JAX00292918	10	38.4331	74051785
JAX00195992	10	38.4820	74092103
JAX00195994	10	38.4820001	74092521
JAX00019620	10	38.4820002	74111314
JAX00292924	10	38.4820003	74121259
JAX00019623	10	38.4820004	74138826
JAX00292930	10	38.4820005	74155228
JAX00292931	10	38.4820006	74155965
JAX00292933	10	38.4820007	74156722
JAX00292935	10	38.4820008	74157424
JAX00019625	10	38.4820009	74175094
JAX00292937	10	38.482001	74206921
JAX00292940	10	38.4820011	74209214
JAX00019631	10	38.4820012	74260055
JAX00292946	10	38.4820013	74284823
JAX00292948	10	38.4820014	74293320
JAX00292952	10	38.4820015	74319035
JAX00019643	10	38.4820016	74408733
JAX00292964	10	38.4820017	74433441
JAX00292968	10	38.4836	74457527
JAX00292972	10	38.4909	74518728
JAX00292983	10	38.4938	74543258
JAX00292986	10	38.4970	74570524
JAX00292987	10	38.4974	74574443
JAX00019654	10	38.4982	74580711
JAX00019655	10	38.4983	74581262
JAX00292991	10	38.5003	74598805
JAX00292994	10	38.5008	74602561
JAX00292999	10	38.5017	74610542
JAX00293002	10	38.5023	74615552
JAX00293003	10	38.5023001	74615635
JAX00019657	10	38.5025	74617493
JAX00293004	10	38.5057	74644454
JAX00293006	10	38.5066	74651995
JAX00019660	10	38.5083	74666419
JAX00019661	10	38.5084	74667204
JAX00293009	10	38.5120	74697530
JAX00293010	10	38.5120001	74697595
JAX00019663	10	38.5122	74698874
JAX00019664	10	38.5122001	74699206
JAX00196010	10	38.5130	74706225
JAX00019667	10	38.5171	74740369
JAX00293020	10	38.5210	74773091
JAX00019671	10	38.5234	74794081
JAX00293023	10	38.5298	74847447
JAX00293026	10	38.5309	74856689
JAX00293027	10	38.5309001	74856704
JAX00293029	10	38.5335	74879258
JAX00293030	10	38.5339	74881976
JAX00293031	10	38.5340	74882961
JAX00293032	10	38.5341	74883999
JAX00293034	10	38.5344	74886585
JAX00019680	10	38.5360	74900481
JAX00293038	10	38.5376	74914020
JAX00019681	10	38.5393	74928116
JAX00196016	10	38.5399	74932801
JAX00293043	10	38.5410	74942733
JAX00019683	10	38.5421	74951885
JAX00293049	10	38.5444	74970923
JAX00293050	10	38.5444001	74970954
JAX00019684	10	38.5453	74978412
JAX00293055	10	38.5459	74983904
JAX00293060	10	38.5508	75025125
JAX00293063	10	38.5525	75039101
JAX00019692	10	38.5548	75058769
JAX00293071	10	38.5581	75086483
JAX00293076	10	38.5603	75105158
JAX00293077	10	38.5622	75121381
JAX00019696	10	38.5626	75125230
JAX00293078	10	38.5627	75125714
JAX00293087	10	38.5688	75177094
JAX00019702	10	38.5737	75218179
JAX00293097	10	38.5765	75242397
JAX00293099	10	38.5773	75248836
JAX00293102	10	38.5790	75263132
JAX00293106	10	38.5797	75269605
JAX00293110	10	38.5799	75271170
JAX00196025	10	38.5906	75320912
JAX00196026	10	38.5907	75321098
JAX00293121	10	38.5959	75333299
JAX00293127	10	38.6213	75392384
JAX00293130	10	38.6315	75416312
JAX00019717	10	38.6325	75418703
JAX00293131	10	38.6371	75429414
JAX00293137	10	38.6607	75484254
JAX00293142	10	38.6750	75517674
JAX00019726	10	38.6832	75536822
JAX00293151	10	38.7008	75577815
JAX00019730	10	38.7019	75580373
JAX00293152	10	38.7051	75587701
JAX00293153	10	38.7126	75605101
JAX00293158	10	38.7165	75614336
JAX00019733	10	38.7185	75618925
JAX00293162	10	38.7408	75670895
JAX00293171	10	38.7634	75723636
JAX00019741	10	38.7697	75738289
JAX00293173	10	38.7790	75759850
JAX00019745	10	38.7883	75781663
JAX00196038	10	38.7908	75787368
JAX00293177	10	38.7918	75789753
JAX00019746	10	38.7918001	75789788
JAX00293178	10	38.7921	75790336
JAX00293179	10	38.7940	75794934
JAX00293182	10	38.7963	75800139
JAX00293183	10	38.7963001	75800291
JAX00293184	10	38.7965	75800713
JAX00293186	10	38.8014	75812180
JAX00019751	10	38.8224	75860927
JAX00196041	10	38.8242	75865115
JAX00293197	10	38.8431	75909196
JAX00019754	10	38.8468	75917898
JAX00019755	10	38.8469	75918124
JAX00293210	10	39.1555	76011686
JAX00293212	10	39.1565	76011975
JAX00293214	10	39.1587	76012617
JAX00019765	10	39.3091	76056131
JAX00293222	10	39.3446	76066389
JAX00293228	10	39.3725	76074463
JAX00293235	10	39.5127	76115025
JAX00019771	10	39.5924	76138089
JAX00293244	10	39.6232	76147004
JAX00293251	10	39.7220	76200308
JAX00019780	10	39.7220001	76246156
JAX00293275	10	39.7220002	76257965
JAX00293278	10	39.7220003	76261218
JAX00293279	10	39.7220004	76263897
JAX00019782	10	39.7220005	76269055
JAX00293284	10	39.7220006	76275888
JAX00293285	10	39.7220007	76276187
JAX00293286	10	39.7220008	76279477
JAX00293288	10	39.7220009	76299940
JAX00293289	10	39.722001	76315342
JAX00293292	10	39.7220011	76325542
JAX00019786	10	39.7220012	76339216
JAX00293297	10	39.7220013	76351909
JAX00293298	10	39.7220014	76389022
JAX00293299	10	39.7220015	76400055
JAX00293300	10	39.7220016	76422345
JAX00293301	10	39.7220017	76422525
JAX00293304	10	39.7220018	76423803
JAX00293305	10	39.7220019	76427794
JAX00293311	10	39.722002	76431526
JAX00293314	10	39.7220021	76439126
JAX00019796	10	39.7220022	76459339
JAX00293324	10	39.7220023	76478881
JAX00293326	10	39.7220024	76484330
JAX00293332	10	39.7220025	76495807
JAX00019800	10	39.7220026	76515637
JAX00293344	10	39.7220027	76522869
JAX00293347	10	39.7220028	76529222
JAX00293348	10	39.7220029	76529236
JAX00293353	10	39.722003	76542536
JAX00293359	10	39.7220031	76560661
JAX00293368	10	39.7220032	76582417
JAX00293378	10	39.7220033	76641709
JAX00293383	10	39.7220034	76645095
JAX00293384	10	39.7220035	76645212
JAX00293388	10	39.7220036	76650915
JAX00293395	10	39.7220037	76667148
JAX00019813	10	39.7220038	76706253
JAX00019814	10	39.7220039	76706383
JAX00019815	10	39.722004	76708486
JAX00293399	10	39.7220041	76713583
JAX00196054	10	39.7220042	76720907
JAX00293404	10	39.7220043	76745937
JAX00293408	10	39.7220044	76756261
JAX00293409	10	39.7220045	76756852
JAX00293415	10	39.7220046	76777170
JAX00293417	10	39.7220047	76794124
JAX00293418	10	39.7220048	76802286
JAX00019823	10	39.7220049	76821720
JAX00293421	10	39.722005	76827130
JAX00293423	10	39.7220051	76838279
JAX00293424	10	39.7220052	76841217
JAX00293426	10	39.7220053	76853610
JAX00293429	10	39.7220054	76876118
JAX00293434	10	39.7220055	76916385
JAX00293441	10	39.7220056	76953111
JAX00293449	10	39.7220057	76981888
JAX00293450	10	39.7220058	76985951
JAX00293454	10	39.7220059	77017207
JAX00019840	10	39.722006	77054362
JAX00293455	10	39.7220061	77069638
JAX00293456	10	39.7220062	77073357
JAX00293458	10	39.7220063	77077132
JAX00293462	10	39.7220064	77086033
JAX00196060	10	39.7220065	77090346
JAX00196062	10	39.7220066	77126141
JAX00293468	10	39.7220067	77131426
JAX00019846	10	39.7220068	77138319
JAX00019847	10	39.7220069	77138657
JAX00293472	10	39.722007	77150283
JAX00293485	10	39.7220071	77232484
JAX00019856	10	39.7220072	77254732
JAX00293493	10	39.7220073	77290763
JAX00293500	10	39.7220074	77299931
JAX00019860	10	39.7220075	77315950
JAX00293508	10	39.7220076	77324306
JAX00019862	10	39.7220077	77338022
JAX00293513	10	39.7220078	77352795
JAX00019870	10	39.7220079	77458865
JAX00019871	10	39.722008	77459470
JAX00293528	10	39.7220081	77495961
JAX00293529	10	39.7220082	77543471
JAX00293532	10	39.7220083	77548927
JAX00293533	10	39.7220084	77565214
JAX00293534	10	39.7220085	77573207
JAX00293535	10	39.7220086	77575074
JAX00293545	10	39.7220087	77624946
JAX00293548	10	39.7220088	77635644
JAX00293552	10	39.7220089	77687245
JAX00019889	10	39.722009	77699703
JAX00293556	10	39.7220091	77727167
JAX00019892	10	39.7220092	77738691
JAX00293563	10	39.7220093	77751159
JAX00019894	10	39.7220094	77779221
JAX00196075	10	39.7220095	77792364
JAX00293567	10	39.7220096	77804487
JAX00019899	10	39.7220097	77821316
JAX00293576	10	39.7220098	77848747
JAX00293581	10	39.7220099	77850882
JAX00293586	10	39.72201	77853147
JAX00293591	10	39.7220101	77876324
JAX00293594	10	39.7220102	77890087
JAX00019906	10	39.7220103	77941926
JAX00293598	10	39.7220104	77970604
JAX00293608	10	39.7220105	78007816
JAX00019912	10	39.7220106	78018521
JAX00293612	10	39.7220107	78021784
JAX00019916	10	39.7220108	78061505
JAX00196081	10	39.7220109	78063743
JAX00293616	10	39.722011	78115205
JAX00293618	10	39.7220111	78116577
JAX00293619	10	39.7220112	78116774
JAX00019924	10	39.7220113	78171596
JAX00293622	10	39.7220114	78171674
JAX00293624	10	39.7220115	78171764
JAX00019926	10	39.7220116	78189330
JAX00019927	10	39.7220117	78204533
JAX00293626	10	39.7220118	78213952
JAX00019930	10	39.7220119	78254193
JAX00293631	10	39.722012	78255049
JAX00293633	10	39.7220121	78278191
JAX00293635	10	39.7220122	78278550
JAX00293639	10	39.7220123	78279444
JAX00196086	10	39.7220124	78372036
JAX00019936	10	39.7220125	78372421
JAX00293643	10	39.7220126	78373809
JAX00019937	10	39.7220127	78374188
JAX00293646	10	39.7220128	78387659
JAX00293648	10	39.7220129	78417073
JAX00293649	10	39.722013	78417890
JAX00187357	10	39.7220131	78418986
JAX00196089	10	39.7220132	78424505
JAX00293651	10	39.7220133	78438044
JAX00019944	10	39.7220134	78463690
JAX00293654	10	39.7220135	78491533
JAX00019945	10	39.7220136	78497104
JAX00293655	10	39.7220137	78509809
JAX00019950	10	39.7220138	78552574
JAX00196091	10	39.7220139	78584608
JAX00196093	10	39.722014	78584986
JAX00293664	10	39.7220141	78599456
JAX00019954	10	39.7220142	78623405
JAX00019955	10	39.7220143	78623915
JAX00019956	10	39.7220144	78628024
JAX00019963	10	39.7220145	78743177
JAX00293673	10	39.7220146	78753206
JAX00293675	10	39.7220147	78757200
JAX00293678	10	39.7220148	78761286
JAX00196096	10	39.7220149	78768729
JAX00293681	10	39.722015	78882388
JAX00293682	10	39.7220151	78886041
JAX00019976	10	39.7220152	78894930
JAX00293683	10	39.7220153	78904149
JAX00019977	10	39.7220154	78938066
JAX00019981	10	39.7220155	78977649
JAX00293691	10	39.7220156	78984642
JAX00293701	10	39.7220157	79096940
JAX00293702	10	39.7220158	79097032
JAX00196105	10	39.7220159	79152218
JAX00019996	10	39.722016	79184971
JAX00019997	10	39.7220161	79186106
JAX00019999	10	39.7220162	79219226
JAX00293712	10	39.7220163	79250617
JAX00293716	10	39.7220164	79291002
JAX00020005	10	39.7220165	79301807
JAX00293718	10	39.7220166	79344333
JAX00293723	10	39.7220167	79402732
JAX00293727	10	39.7220168	79414801
JAX00293729	10	39.7220169	79417872
JAX00293730	10	39.722017	79418751
JAX00293733	10	39.7220171	79422924
JAX00020020	10	39.7220172	79495847
JAX00020022	10	39.7220173	79531913
JAX00020023	10	39.7220174	79532037
JAX00293747	10	39.7220175	79599651
JAX00293748	10	39.7220176	79603200
JAX00293749	10	39.7220177	79603822
JAX00293750	10	39.7220178	79603917
JAX00020028	10	39.7220179	79610564
JAX00020029	10	39.722018	79617658
JAX00293753	10	39.7220181	79639123
JAX00293754	10	39.7220182	79642323
JAX00020032	10	39.7220183	79655681
JAX00020035	10	39.7220184	79699781
JAX00293763	10	39.7220185	79720145
JAX00293765	10	39.7220186	79721452
JAX00020039	10	39.7220187	79754416
JAX00020040	10	39.7220188	79774772
JAX00293769	10	39.7220189	79808476
JAX00293772	10	39.722019	79814495
JAX00293777	10	39.7220191	79842004
JAX00020048	10	39.7220192	79859521
JAX00293789	10	39.7220193	79953122
JAX00293792	10	39.7220194	80010466
JAX00293794	10	39.7220195	80014220
JAX00293800	10	39.7220196	80065536
JAX00020069	10	39.7220197	80139032
JAX00293806	10	39.7220198	80139316
JAX00293808	10	39.7220199	80140129
JAX00020070	10	39.72202	80178200
JAX00293809	10	39.7220201	80180170
JAX00293811	10	39.7220202	80185831
JAX00293812	10	39.7220203	80186348
JAX00293813	10	39.7220204	80186419
JAX00020073	10	39.7220205	80206218
JAX00293821	10	39.7220206	80296478
JAX00293822	10	39.7220207	80296559
JAX00293824	10	39.7220208	80300069
JAX00020079	10	39.7220209	80301201
JAX00020080	10	39.722021	80301476
JAX00020084	10	39.7220211	80347781
JAX00196123	10	39.7220212	80362509
JAX00196124	10	39.7220213	80362583
JAX00020087	10	39.7220214	80378756
JAX00293831	10	39.7220215	80398175
JAX00020088	10	39.7220216	80406898
JAX00293834	10	39.7220217	80410414
JAX00020092	10	39.7220218	80459551
JAX00020101	10	39.7220219	80580530
JAX00293857	10	39.722022	80611665
JAX00020106	10	39.7220221	80658259
JAX00293865	10	39.7220222	80660310
JAX00196130	10	39.7220223	80683327
JAX00020110	10	39.7220224	80698644
JAX00020111	10	39.7220225	80699434
JAX00020112	10	39.7220226	80732223
JAX00293875	10	39.7220227	80767979
JAX00020115	10	39.7220228	80768249
JAX00020116	10	39.7220229	80775655
JAX00293883	10	39.722023	80798624
JAX00020119	10	39.7220231	80824243
JAX00293884	10	39.7220232	80840434
JAX00293885	10	39.7220233	80842472
JAX00020121	10	39.7220234	80859560
JAX00293887	10	39.7220235	80893644
JAX00020124	10	39.7220236	80898210
JAX00293890	10	39.7220237	80911701
JAX00020132	10	39.7220238	80986995
JAX00293906	10	39.7220239	81437635
JAX00293913	10	39.722024	81486278
JAX00293916	10	39.7220241	81495721
JAX00020161	10	39.7220242	81547841
JAX00293921	10	39.7220243	81584913
JAX00293923	10	39.7220244	81585739
JAX00293928	10	39.7220245	81599874
JAX00293929	10	39.7220246	81607639
JAX00293934	10	39.7220247	81649314
JAX00293936	10	39.7220248	81672643
JAX00293944	10	39.7220249	81722892
JAX00020180	10	39.722025	81796001
JAX00293962	10	39.7220251	81797349
JAX00293964	10	39.7220252	81809509
JAX00293969	10	39.7220253	81870189
JAX00293970	10	39.7220254	81870692
JAX00293973	10	39.7220255	81871700
JAX00020192	10	39.7220256	81975357
JAX00293987	10	39.7220257	82046530
JAX00293988	10	39.7220258	82047144
JAX00196140	10	39.7220259	82047168
JAX00020199	10	39.722026	82071100
JAX00020205	10	39.8927	82152778
JAX00293999	10	39.9192	82157096
JAX00294000	10	39.9204	82157292
JAX00020206	10	40.0056	82171157
JAX00294003	10	40.0233	82174047
JAX00294004	10	40.0241	82174171
JAX00020207	10	40.0529	82178857
JAX00196141	10	40.1093	82188040
JAX00294007	10	40.1697	82197878
JAX00020210	10	40.2581	82212276
JAX00020213	10	40.5640	82262069
JAX00294025	10	40.6650	82279701
JAX00294027	10	40.6650001	82280722
JAX00020215	10	40.6650002	82299583
JAX00294037	10	40.6650003	82336440
JAX00294040	10	40.6650004	82340099
JAX00196148	10	40.6650005	82342153
JAX00020220	10	40.6650006	82350179
JAX00294046	10	40.6650007	82367759
JAX00020221	10	40.6650008	82376614
JAX00294049	10	40.6650009	82386911
JAX00294050	10	40.665001	82388610
JAX00294054	10	40.6650011	82397518
JAX00294056	10	40.6650012	82397877
JAX00020226	10	40.6650013	82427195
JAX00294064	10	40.6650014	82442851
JAX00294065	10	40.6650015	82443858
JAX00020227	10	40.6650016	82444730
JAX00020228	10	40.6650017	82444928
JAX00020229	10	40.6713	82459704
JAX00294073	10	40.6788	82464566
JAX00294080	10	40.7147	82487870
JAX00294081	10	40.7354	82501347
JAX00294088	10	40.7792	82529777
JAX00294092	10	40.7997	82543051
JAX00020237	10	40.8410	82569849
JAX00294093	10	40.8504	82575964
JAX00294096	10	40.8877	82600206
JAX00294101	10	40.8986	82607303
JAX00020239	10	40.9166	82618947
JAX00294105	10	40.9752	82656993
JAX00294107	10	41.0052	82676512
JAX00020246	10	41.0393	82698616
JAX00294108	10	41.0417	82700161
JAX00294111	10	41.0666	82724435
JAX00020250	10	41.0840	82743674
JAX00294113	10	41.1079	82770139
JAX00294118	10	41.1598	82827671
JAX00294119	10	41.1696	82838550
JAX00020257	10	41.1856	82856319
JAX00020258	10	41.1857	82856369
JAX00294120	10	41.1857001	82856443
JAX00294122	10	41.2345	82910442
JAX00020265	10	41.2598	82938555
JAX00294131	10	41.2907	83003629
JAX00294133	10	41.2913	83016750
JAX00294137	10	41.2941	83070732
JAX00294138	10	41.2944	83076789
JAX00020275	10	41.2954	83097486
JAX00020276	10	41.2956	83100035
JAX00294142	10	41.2963	83114937
JAX00294144	10	41.2964	83117270
JAX00294146	10	41.2966	83120729
JAX00294147	10	41.2967	83122433
JAX00020279	10	41.2976	83141153
JAX00294152	10	41.2994	83175671
JAX00294153	10	41.2999	83185824
JAX00020283	10	41.3000	83186892
JAX00294159	10	41.3014	83215060
JAX00294160	10	41.3020	83226723
JAX00294163	10	41.3030	83246618
JAX00020289	10	41.3031	83248072
JAX00294165	10	41.3034	83254149
JAX00020290	10	41.3057	83299637
JAX00294173	10	41.3063	83312793
JAX00196169	10	41.3065	83316161
JAX00196170	10	41.3065001	83316185
JAX00196171	10	41.3067	83319881
JAX00294174	10	41.3075	83335565
JAX00294176	10	41.3084	83353619
JAX00294180	10	41.3089	83363518
JAX00294183	10	41.3090	83365221
JAX00294187	10	41.3094	83372618
JAX00294188	10	41.3096	83376815
JAX00020296	10	41.3105	83395161
JAX00294194	10	41.3107	83399522
JAX00020299	10	41.3111	83405754
JAX00294196	10	41.3122	83428340
JAX00196172	10	41.3131	83446257
JAX00294198	10	41.3134	83451586
JAX00020302	10	41.3135	83454237
JAX00020303	10	41.3137	83458015
JAX00294203	10	41.3150	83484512
JAX00294204	10	41.3154	83492015
JAX00294205	10	41.3158	83500069
JAX00294206	10	41.3163	83508295
JAX00294208	10	41.3164	83511644
JAX00294209	10	41.3165	83512766
JAX00294212	10	41.3169	83520122
JAX00294214	10	41.3176	83535265
JAX00294215	10	41.3182	83547351
JAX00020312	10	41.3200	83581473
JAX00294224	10	41.3205	83592288
JAX00294225	10	41.3208	83597149
JAX00294227	10	41.3218	83616950
JAX00294230	10	41.3222	83625285
JAX00294236	10	41.3235	83650285
JAX00020317	10	41.3239	83658038
JAX00020318	10	41.3239001	83658156
JAX00294240	10	41.3247	83675683
JAX00294242	10	41.3248	83676818
JAX00294243	10	41.3249	83678614
JAX00294247	10	41.3324	83709954
JAX00294248	10	41.3356	83714770
JAX00020321	10	41.3357	83714784
JAX00196180	10	41.3622	83754307
JAX00294255	10	41.3656	83759395
JAX00020327	10	41.3843	83787209
JAX00294265	10	41.3923	83798970
JAX00196184	10	41.3968	83805662
JAX00020329	10	41.4067	83820451
JAX00294268	10	41.4096	83824782
JAX00294269	10	41.4103	83825781
JAX00020333	10	41.4328	83859309
JAX00294273	10	41.4508	83886077
JAX00294278	10	41.4629	83904075
JAX00196186	10	41.4630	83904223
JAX00196187	10	41.4631	83904379
JAX00294281	10	41.4760	83923564
JAX00294283	10	41.4769	83924799
JAX00294284	10	41.4772	83925308
JAX00294285	10	41.4849	83936744
JAX00294287	10	41.4893	83943270
JAX00294289	10	41.4938	83949995
JAX00294290	10	41.4969	83954633
JAX00294291	10	41.4988	83957389
JAX00294293	10	41.5090	83972671
JAX00294299	10	41.5119	83976888
JAX00294300	10	41.5122	83977437
JAX00294301	10	41.5123	83977598
JAX00294304	10	41.5163	83983536
JAX00294308	10	41.5232	83993682
JAX00020346	10	41.5370	84014312
JAX00294323	10	41.5593	84047470
JAX00020349	10	41.5784	84075842
JAX00294327	10	41.5786	84076112
JAX00294329	10	41.5834	84083254
JAX00294332	10	41.5878	84089753
JAX00020351	10	41.5963	84102462
JAX00294342	10	41.6001	84108174
JAX00294347	10	41.6123	84126225
JAX00294348	10	41.6123001	84126267
JAX00020354	10	41.6189	84136060
JAX00020355	10	41.6253	84145660
JAX00020359	10	41.6270	84218655
JAX00294362	10	41.6270001	84226746
JAX00020361	10	41.6270002	84233772
JAX00294365	10	41.6270003	84246841
JAX00294367	10	41.6270004	84260522
JAX00294369	10	41.6270005	84263654
JAX00294371	10	41.6270006	84271141
JAX00294372	10	41.6270007	84271648
JAX00294373	10	41.6270008	84289964
JAX00294374	10	41.6270009	84292719
JAX00020367	10	41.627001	84299725
JAX00294381	10	41.6270011	84325187
JAX00020369	10	41.6270012	84336582
JAX00294383	10	41.6270013	84339151
JAX00196198	10	41.6270014	84352564
JAX00020371	10	41.6270015	84378264
JAX00020372	10	41.6270016	84378448
JAX00294388	10	41.6270017	84385161
JAX00020373	10	41.6270018	84386394
JAX00196200	10	41.6270019	84395389
JAX00294389	10	41.627002	84407211
JAX00020376	10	41.6270021	84438643
JAX00294393	10	41.6270022	84439138
JAX00294394	10	41.6270023	84458100
JAX00294395	10	41.6270024	84459719
JAX00020379	10	41.6270025	84460569
JAX00020383	10	41.6270026	84538684
JAX00294400	10	41.6270027	84546005
JAX00294403	10	41.6270028	84559838
JAX00294404	10	41.6270029	84560287
JAX00294410	10	41.627003	84580130
JAX00020388	10	41.6270031	84590635
JAX00294412	10	41.6270032	84597131
JAX00020389	10	41.6270033	84619078
JAX00020390	10	41.6270034	84619200
